transacao_id,cliente_id,conta_id,data,descricao,categoria,subcategoria,valor,tipo,forma_pagamento,parcelado,parcela_atual,total_parcelas,recorrente,essencial,origem_dado
TRX-00200,CLI-0003,CONTA-0003,2026-03-17,Combustível,transporte,combustivel,504.83,saida,debito,false,,,false,true,sintetico
TRX-00201,CLI-0003,CARTAO-0003,2026-03-26,Lazer em família,lazer,passeio,419.41,saida,credito,false,,,false,false,sintetico
TRX-00202,CLI-0003,CONTA-0003,2026-04-05,Salário base,renda,salario,5600.0,entrada,transferencia,false,,,true,true,sintetico
TRX-00203,CLI-0003,CONTA-0003,2026-04-22,Comissões,renda,comissao,2100.0,entrada,transferencia,false,,,false,true,sintetico
TRX-00204,CLI-0003,CONTA-0003,2026-04-06,Financiamento da casa,moradia,financiamento,1800.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00205,CLI-0003,CONTA-0003,2026-04-08,Escola dos filhos,educacao,mensalidade,980.0,saida,boleto,false,,,true,true,sintetico
TRX-00206,CLI-0003,CONTA-0003,2026-04-10,Plano de saúde,saude,plano_saude,690.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00207,CLI-0003,CONTA-0003,2026-04-12,Parcela cartão renegociado,dividas,cartao,720.0,saida,boleto,false,,,true,true,sintetico
TRX-00208,CLI-0003,CONTA-0003,2026-04-14,Parcela empréstimo,dividas,emprestimo,540.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00209,CLI-0003,CONTA-0003,2026-04-18,Internet e celular,moradia,telecomunicacoes,230.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00210,CLI-0003,CONTA-0003,2026-04-20,Conta de luz,moradia,energia,301.14,saida,debito_automatico,false,,,true,true,sintetico
TRX-00211,CLI-0003,CARTAO-0003,2026-04-04,Supermercado,alimentacao,mercado,280.0,saida,credito,false,,,false,true,sintetico
TRX-00212,CLI-0003,CARTAO-0003,2026-04-10,Supermercado,alimentacao,mercado,270.37,saida,credito,false,,,false,true,sintetico
TRX-00213,CLI-0003,CARTAO-0003,2026-04-16,Supermercado,alimentacao,mercado,284.12,saida,credito,false,,,false,true,sintetico
TRX-00214,CLI-0003,CARTAO-0003,2026-04-22,Supermercado,alimentacao,mercado,398.04,saida,credito,false,,,false,true,sintetico
TRX-00215,CLI-0003,CONTA-0003,2026-04-17,Combustível,transporte,combustivel,648.02,saida,debito,false,,,false,true,sintetico
TRX-00216,CLI-0003,CARTAO-0003,2026-04-26,Lazer em família,lazer,passeio,281.32,saida,credito,false,,,false,false,sintetico
TRX-00217,CLI-0003,CONTA-0003,2026-05-05,Salário base,renda,salario,5600.0,entrada,transferencia,false,,,true,true,sintetico
TRX-00218,CLI-0003,CONTA-0003,2026-05-22,Comissões,renda,comissao,1200.0,entrada,transferencia,false,,,false,true,sintetico
TRX-00219,CLI-0003,CONTA-0003,2026-05-06,Financiamento da casa,moradia,financiamento,1800.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00220,CLI-0003,CONTA-0003,2026-05-08,Escola dos filhos,educacao,mensalidade,980.0,saida,boleto,false,,,true,true,sintetico
TRX-00221,CLI-0003,CONTA-0003,2026-05-10,Plano de saúde,saude,plano_saude,690.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00222,CLI-0003,CONTA-0003,2026-05-12,Parcela cartão renegociado,dividas,cartao,720.0,saida,boleto,false,,,true,true,sintetico
TRX-00223,CLI-0003,CONTA-0003,2026-05-14,Parcela empréstimo,dividas,emprestimo,540.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00224,CLI-0003,CONTA-0003,2026-05-18,Internet e celular,moradia,telecomunicacoes,230.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00225,CLI-0003,CONTA-0003,2026-05-20,Conta de luz,moradia,energia,247.62,saida,debito_automatico,false,,,true,true,sintetico
TRX-00226,CLI-0003,CARTAO-0003,2026-05-04,Supermercado,alimentacao,mercado,343.96,saida,credito,false,,,false,true,sintetico
TRX-00227,CLI-0003,CARTAO-0003,2026-05-10,Supermercado,alimentacao,mercado,479.15,saida,credito,false,,,false,true,sintetico
TRX-00228,CLI-0003,CARTAO-0003,2026-05-16,Supermercado,alimentacao,mercado,376.41,saida,credito,false,,,false,true,sintetico
TRX-00229,CLI-0003,CARTAO-0003,2026-05-22,Supermercado,alimentacao,mercado,473.64,saida,credito,false,,,false,true,sintetico
TRX-00230,CLI-0003,CONTA-0003,2026-05-17,Combustível,transporte,combustivel,665.19,saida,debito,false,,,false,true,sintetico
TRX-00231,CLI-0003,CARTAO-0003,2026-05-26,Lazer em família,lazer,passeio,182.76,saida,credito,false,,,false,false,sintetico
TRX-00232,CLI-0003,CONTA-0003,2026-06-05,Salário base,renda,salario,5600.0,entrada,transferencia,false,,,true,true,sintetico
TRX-00233,CLI-0003,CONTA-0003,2026-06-22,Comissões,renda,comissao,1800.0,entrada,transferencia,false,,,false,true,sintetico
TRX-00234,CLI-0003,CONTA-0003,2026-06-06,Financiamento da casa,moradia,financiamento,1800.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00235,CLI-0003,CONTA-0003,2026-06-08,Escola dos filhos,educacao,mensalidade,980.0,saida,boleto,false,,,true,true,sintetico
TRX-00236,CLI-0003,CONTA-0003,2026-06-10,Plano de saúde,saude,plano_saude,690.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00237,CLI-0003,CONTA-0003,2026-06-12,Parcela cartão renegociado,dividas,cartao,720.0,saida,boleto,false,,,true,true,sintetico
TRX-00238,CLI-0003,CONTA-0003,2026-06-14,Parcela empréstimo,dividas,emprestimo,540.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00239,CLI-0003,CONTA-0003,2026-06-18,Internet e celular,moradia,telecomunicacoes,230.0,saida,debito_automatico,false,,,true,true,sintetico
TRX-00240,CLI-0003,CONTA-0003,2026-06-20,Conta de luz,moradia,energia,326.49,saida,debito_automatico,false,,,true,true,sintetico
TRX-00241,CLI-0003,CARTAO-0003,2026-06-04,Supermercado,alimentacao,mercado,409.98,saida,credito,false,,,false,true,sintetico
TRX-00242,CLI-0003,CARTAO-0003,2026-06-10,Supermercado,alimentacao,mercado,378.13,saida,credito,false,,,false,true,sintetico
TRX-00243,CLI-0003,CARTAO-0003,2026-06-16,Supermercado,alimentacao,mercado,318.7,saida,credito,false,,,false,true,sintetico
TRX-00244,CLI-0003,CARTAO-0003,2026-06-22,Supermercado,alimentacao,mercado,401.01,saida,credito,false,,,false,true,sintetico
TRX-00245,CLI-0003,CONTA-0003,2026-06-17,Combustível,transporte,combustivel,477.89,saida,debito,false,,,false,true,sintetico
TRX-00246,CLI-0003,CARTAO-0003,2026-06-26,Lazer em família,lazer,passeio,284.34,saida,credito,false,,,false,false,sintetico
